symbol,entrez
TFDP1P,391158
ARPC3P2,391160
GAPDHP24,391162
RPS26P17,391165
RPS3AP7,391168
CDKN2AIPNLP1,391169
TUBB8P10,391171
FAM96AP2,391174
RPL23AP15,391175
KRT18P32,391179
RPL6P3,391181
RSL24D1P4,391183
OR11L1,391189
OR2L8,391190
OR2AK2,391191
OR2L3,391192
OR2M2,391194
OR2T33,391195
OR2M7,391196
OR2G6,391211
LOC391230,391230
LOC391239,391239
HDHD1P3,391242
LOC391247,391247
SPINT4,391253
KRT18P4,391256
SUMO1P1,391257
CNN2P7,391266
ANKRD20A11P,391267
ANKRD20A18P,391269
THUMPD1P1,391276
OR7E23P,391279
RPL23AP12,391282
LOC391322,391322
LOC391334,391334
C2orf90,391343
LOC391349,391349
PTRHD1,391356
TRMT112P6,391358
LOC391359,391359
SULT6B1,391365
GAPDHP25,391367
RPS12P4,391370
HNRNPA1P66,391378
LOC391383,391383
RPSAP28,391387
LOC391405,391405
SEPHS1P7,391428
MED15P5,391436
LOC391448,391448
KRT18P46,391458
RPSAP24,391462
LOC391465,391465
IMPDH1P7,391467
AHCYP5,391470
LOC391472,391472
DYTN,391475
KRT8P30,391485
RPL23AP26,391490
GAMTP1,391491
OR5S1P,391496
RPL23AP38,391504
PGAM1P4,391508
VENTXP7,391518
THRAP3P1,391524
IGBP1P3,391526
SALL4P6,391530
LOC391532,391532
FLT1P1,391533
ALDOAP1,391538
RPS25P4,391539
OR7E55P,391548
AGGF1P3,391552
LOC391556,391556
VTI1BP1,391559
RPL32P7,391560
LOC391562,391562
LOC391566,391566
OR7E129P,391576
LOC391578,391578
RPL31P23,391581
KRT18P35,391584
LOC391587,391587
KRT18P34,391589
BZW1P1,391592
RPL32P10,391595
RPSAP31,391598
LOC391600,391600
NMNAT1P3,391603
USP17L6P,391622
USP17L9P,391627
OR7E83P,391630
OR7E35P,391632
HSP90AB2P,391634
LOC391636,391636
IGBP1P5,391642
KRT18P25,391647
RPL17P20,391655
RPS15AP17,391656
LOC391657,391657
HNRNPA1P56,391670
IGBP1P4,391672
LOC391674,391674
RPL6P14,391679
EXOC7P1,391681
LYPLA1P2,391686
TECRP2,391696
ZSWIM5P3,391697
EEF1GP8,391698
RPS23P2,391701
KRT18P51,391703
RPS3AP18,391706
LOC391707,391707
LOC391710,391710
LOC391711,391711
TRIM61,391712
LOC391713,391713
TRIM75,391714
TSEN2P1,391718
RPL19P8,391719
LOC391722,391722
HELT,391723
RPL29P13,391738
CCT6P2,391739
LOC391741,391741
LOC391742,391742
LOC391744,391744
LOC391746,391746
LOC391747,391747
LOC391765,391765
LOC391768,391768
H3.Y,391769
LOC391771,391771
RPS4XP6,391777
LOC391798,391798
KRT18P45,391803
RBMX2P5,391804
POLD2P1,391811
LOC391813,391813
KRT18P42,391819
RPL23AP44,391825
KRT18P16,391827
RPL28P3,391828
RPS10P11,391833
LOC391834,391834
RPL10AP10,391836
RPS15P6,391845
RPL7AP33,391850
LOC392027,392027
PSMC1P3,392100
OR9A3P,392106
OR2R1P,392132
OR10AC1P,392133
OR2A25,392138
OR2A13P,392140
LOC392145,392145
LOC392180,392180
LOC392181,392181
LOC392187,392187
USP17L8,392188
RPL19P13,392193
OR7E158P,392194
LOC392196,392196
USP17L7,392197
RPL10AP11,392206
HSPA8P11,392209
KRT18P37,392214
CHCHD2P10,392221
PDCL3P1,392225
LOC392226,392226
LOC392232,392232
REXO1L8P,392242
GDF6,392255
RPS26P6,392256
RPSAP48,392262
LOC392264,392264
CDK5PS,392265
LOC392266,392266
IMPDH1P6,392267
LOC392268,392268
RPL32P20,392271
SMPD5,392275
LOC392281,392281
RPS5P6,392282
LOC392285,392285
LOC392288,392288
IFNWP5,392292
CTAGE12P,392298
SLC25A5P8,392301
ASS1P12,392302
GLULP4,392305
FAM221B,392307
OR13E1P,392308
OR13J1,392309
PGAM1P2,392310
OR13C6P,392311
OR2S1P,392313
ATP5A1P8,392322
LOC392334,392334
MYO5BP2,392335
CNN2P3,392343
BTF3P4,392350
LOC392352,392352
RPS6P13,392358
CTSL3P,392360
LOC392364,392364
BEND3P2,392368
KRT18P13,392371
GAPDHP26,392374
OR13D2P,392375
OR13C2,392376
OR13C1P,392377
RPL31P43,392382
AHCYP2,392387
OR1L6,392390
OR5C1,392391
OR1K1,392392
LCN9,392399
RPS5P8,392424
RPS27AP17,392425
LOC392426,392426
NPM1P9,392428
MAGEB6P1,392433
LOC392435,392435
LOC392436,392436
FTLP2,392437
LOC392439,392439
LOC392440,392440
LOC392442,392442
RPL32P36,392447
RPL19P20,392451
LOC392452,392452
PCNAP3,392454
LOC392456,392456
CXXC1P1,392459
GLOD5,392465
LOC392477,392477
KRT8P17,392479
LOC392485,392485
GPR165P,392486
LOC392489,392489
FLJ44635,392490
RPS6P26,392497
RPL26P36,392501
RPL6P29,392505
LOC392508,392508
ARL13A,392509
YWHAQP8,392510
KRT18P49,392516
NCBP2L,392517
RPS5P7,392520
RPL18AP15,392522
AKR1B1P8,392525
LOC392529,392529
LOC392536,392536
LOC392538,392538
LOC392539,392539
OR11N1P,392540
LOC392543,392543
HMGB3P31,392545
CROCCP1,392547
KRT8P6,392552
LOC392555,392555
RPL19P21,392557
OR3B1P,392561
TRAPPC2P7,392597
ZNF736P2Y,392603
ELFN1,392617
AGMO,392636
PMS2P12,392713
RPS27P17,392748
OR7E7P,392752
RPS2P31,392781
LOC392787,392787
IQCA1P1,392843
GRID2IP,392862
RPL12P10,392872
RPL18P4,392979
OR2A5,393046
LOC393076,393076
LOC393078,393078
COL11A2P1,394214
FGF7P2,394217
GPR89P,394254
RPS10P1,394255
KLHL30-AS1,394261
MUC21,394263
BRCA1P1,394269
SPRED3,399473
TMEM200B,399474
LOC399491,399491
SLC2A3P4,399495
SLC2AXP1,399496
TCEA1P2,399511
SLC25A35,399512
TIMM8AP1,399520
FAM32B,399656
MEX3D,399664
FAM102A,399665
ARL2BPP1,399666
LINC00086,399668
ZNF321P,399669
RPL13AP17,399670
HEATR4,399671
MYO18A,399687
MGC50722,399693
SHC4,399694
CTXN2,399697
LINC00200,399706
LINC00701,399708
LOC399715,399715
DKFZp667F0711,399716
GATA3-AS1,399717
CASC10,399726
LINC00999,399744
ACTR3BP5,399746
CAP1P2,399748
BMS1P5,399761
PRKRIRP3,399774
LOC399783,399783
NPM1P25,399804
LBX1-AS1,399806
C10orf120,399814
LOC399815,399815
METTL10,399818
FLJ40536,399819
FLJ37035,399821
FOXI2,399823
FLJ46300,399827
LOC399829,399829
DKFZp686M1136,399832
SPRNP1,399833
DUX4L11,399839
LINC01002,399844
LOC399851,399851
OR7E117P,399857
NAV2-AS4,399876
LINC00610,399879
HNRNPKP3,399881
LOC399884,399884
FLJ41423,399886
FAM180B,399888
LOC399898,399898
LOC399900,399900
PCNXL3,399909
FLJ42102,399923
TRIM51BP,399937
TRIM49D1,399939
TRIM51EP,399940
TUBAP2,399942
C11orf87,399947
COLCA1,399948
C11orf88,399949
ST13P10,399950
MIR100HG,399959
KRT18P59,399965
PATE2,399967
PATE4,399968
ST3GAL4-AS1,399972
FLJ45950,399975
SNX19,399979
HSPA8P5,399988
FLJ44874,399990
HADHAP2,399994
FLJ46363,400002
SUPT16HP,400011
TCP1P3,400013
LOC400026,400026
LINC00938,400027
LOC400036,400036
LOC400043,400043
FLJ41278,400046
RPL26P32,400055
MKRN9P,400058
LOC400061,400061
RPS4XP1,400064
DKFZp686F0839,400070
C12orf76,400073
LINC00939,400084
FLJ37505,400087
SNX19P2,400094
LOC400099,400099
ANKRD20A19P,400110
SERTM1,400120
LINC00547,400121
LINC00548,400123
DGKZP1,400126
LINC01071,400128
SMARCE1P5,400129
RPSAP53,400141
RPS26P47,400156
C13orf35,400165
DKFZp451A211,400169
LOC400174,400174
DPPA3P2,400206
FLJ42220,400207
LINC00517,400208
YTHDF2P1,400209
LOC400212,400212
FLJ22447,400221
PLEKHD1,400224
FOXN3-AS1,400236
LINC00642,400238
DICER1-AS1,400242
C14orf180,400258
HERC2P2,400322
LOC400347,400347
C15orf53,400359
C15orf54,400360
RPL5P3,400385
RPL12P35,400389
DNM1P9,400403
LOC400406,400406
ST20,400410
LOC400419,400419
DNM1P40,400433
LOC400446,400446
FAM174B,400451
UNQ9370,400454
LOC400456,400456
LOC400464,400464
LOC400499,400499
BCAR4,400500
KNOP1,400506
CRYM-AS1,400508
FLJ45256,400511
FLJ21408,400512
FLJ26245,400533
FLJ44674,400535
FLJ27243,400539
LOC400541,400541
LOC400548,400548
FENDRR,400550
LOC400553,400553
LINC00859,400555
LOC400558,400558
C17orf97,400566
LOC400568,400568
MED11,400569
FLJ45831,400576
KRT16P2,400578
FLJ35934,400579
GRAPL,400581
LOC400590,400590
C17orf102,400591
FLJ43944,400593
TOB1-AS1,400604
LOC400612,400612
KCNJ2-AS1,400617
FLJ37644,400618
LINC00511,400619
LOC400620,400620
LOC400622,400622
FLJ45079,400624
FLJ46026,400627
TEX19,400629
LINC00668,400643
LOC400644,400644
RBM22P1,400645
TPMTP1,400650
RPS3AP49,400652
C18orf49,400653
LOC400654,400654
LOC400655,400655
LINC00909,400657
FLJ44313,400658
LINC00683,400660
FLJ44881,400661
LOC400662,400662
FLJ45684,400666
PRSS57,400668
VMAC,400673
LINC00664,400680
LOC400682,400682
LOC400684,400684
LOC400685,400685
LOC400692,400692
LGALS17A,400696
LOC400706,400706
LOC400707,400707
SIGLEC16,400709
FLJ26850,400710
ZNF880,400713
ZNF772,400720
FAM87B,400728
PRAMEF4,400735
PRAMEF13,400736
LOC400743,400743
SH2D5,400745
NCMAP,400746
LOC400748,400748
LOC400750,400750
LOC400752,400752
LOC400756,400756
C1orf141,400757
GBP1P1,400759
FLJ27354,400761
MIR137HG,400765
LOC400768,400768
HNRNPA1P43,400769
C1orf226,400793
LOC400794,400794
LINC00083,400797
C1orf220,400798
LOC400799,400799
FLJ43585,400800
C1orf140,400804
FLJ39095,400812
NBPF9,400818
FAM177B,400823
DEFB132,400830
C20orf202,400831
SDAD1P2,400836
FLJ33581,400839
FLJ45832,400841
FLJ44790,400850
FLJ42200,400860
LINC00650,400863
LINC00114,400866
FLJ45139,400867
FLJ41733,400870
LOC400879,400879
LOC400891,400891
BCRP2,400892
CHCHD10,400916
FLJ90680,400926
LOC400927,400927
DKFZp547B139,400930
MIRLET7BHG,400931
LINC00898,400932
FLJ44385,400934
IL17REL,400935
LOC400940,400940
LINC00487,400941
LOC400943,400943
FLJ41481,400945
LINC00954,400946
FKSG49,400949
C2orf91,400950
UNQ6975,400952
EML6,400954
FLJ30838,400955
FLJ16341,400957
LOC400958,400958
PCBP1-AS1,400960
PAIP2B,400961
RPS2P17,400963
LOC400965,400965
RGPD1,400966
LOC400968,400968
OR7E102P,400984
ANKRD36C,400986
FLJ44006,400997
FLJ42351,400999
LOC401002,401002
NF1P8,401007
LOC401010,401010
TEX41,401014
CTAGE14P,401018
RPS15P4,401019
LOC401021,401021
HOXD-AS1,401022
FSIP2,401024
C2orf66,401027
ASB18,401036
LOC401037,401037
FLJ43879,401039
FLJ45964,401040
FLJ40712,401044
FLJ41327,401045
LOC401052,401052
IQCF3,401067
LOC401068,401068
LINC00960,401074
CAP1P1,401076
FLJ22763,401081
FLJ25363,401082
C3orf72,401089
MBNL1-AS1,401093
C3orf80,401097
LOC401098,401098
FLJ46066,401103
FLJ42393,401105
LINC00884,401106
LINC00885,401109
FLJ41130,401113
FLJ35816,401114
C4orf48,401115
FLJ45721,401123
DTHD1,401124
LOC401127,401127
LOC401131,401131
LOC401134,401134
SYT14L,401135
TMPRSS11BNL,401136
C4orf40,401137
AMTN,401138
CCSER1,401145
LINC01061,401149
C4orf3,401152
FLJ44477,401157
LINC01060,401164
FLJ44896,401166
FLJ33360,401172
LOC401176,401176
LOC401177,401177
LOC401188,401188
RGS7BP,401190
FLJ46010,401191
RPS25P6,401206
C5orf63,401207
FLJ44796,401209
LOC401218,401218
LOC401220,401220
FLJ31183,401225
FLJ46552,401230
LINC01011,401232
HTATSF1P2,401233
STMND1,401236
CASC15,401237
LOC401242,401242
LINC00243,401247
MCCD1,401250
SAPCD1,401251
LINC00336,401253
RAB44,401258
LINC00951,401260
FLJ38717,401261
CRIP3,401262
TRAM2-AS1,401264
KLHL31,401265
FLJ27255,401281
DKFZp451B082,401282
TCP10L2,401285
LOC401286,401286
DKFZp686L13185,401287
LINC00242,401288
FLJ38122,401289
LOC401296,401296
ZNF815P,401303
LOC401312,401312
EIF4HP1,401316
LOC401317,401317
LOC401320,401320
LINC00997,401321
LOC401324,401324
RASA4CP,401331
C7orf65,401335
FLJ45974,401337
LOC401357,401357
GTF2IRD2P1,401375
LRRD1,401387
C7orf76,401388
AZGP1P2,401393
LOC401396,401396
LINC00998,401397
PRRT4,401399
LOC401400,401400
RAB19,401409
LOC401410,401410
OR2A7,401427
OR2A20P,401428
ATP6V0E2-AS1,401431
LOC401433,401433
LOC401437,401437
LOC401442,401442
LOC401445,401445
USP17L1P,401447
OR7E96P,401450
FLJ46365,401459
LOC401463,401463
C8orf59,401466
RPS26P10,401470
FLJ43903,401471
FLJ45248,401472
SAMD12,401474
SRRM1P1,401475
FLJ45872,401478
LOC401480,401480
LOC401490,401490
FLJ35024,401491
FLJ41200,401492
PTPLAD2,401494
LOC401497,401497
TMEM215,401498
TOMM5,401505
FAM74A1,401507
FAM74A4,401508
ZNF658B,401509
LOC401522,401522
CDK2AP2P3,401525
DDX10P2,401533
C9orf170,401535
RPSAP49,401537
OR7E109P,401540
CENPP,401541
C9orf152,401546
SNX30,401548
TTLL11-IT1,401550
WDR38,401551
FLJ46836,401554
LOC401557,401557
HCCAT4,401561
LCNL1,401562
C9orf139,401563
FAM166A,401565
CD99P1,401577
FLJ25917,401585
ZNF674-AS1,401588
LOC401589,401589
LOC401602,401602
SLC25A53,401612
LINC00890,401613
FAM224B,401629
FAM224A,401630
GOLGA2P3Y,401634
OR7E26P,401637
RPSAP10,401638
RPL7AP53,401640
GNAI2P2,401646
GOLGA7B,401647
ST13P13,401648
OR51C1P,401661
OR51A8P,401662
OR51H1P,401663
OR51H2P,401664
OR51T1,401665
OR51A4,401666
OR51A2,401667
OR56B3P,401675
LOC401676,401676
LOC401677,401677
LOC401679,401679
OR5J1P,401687
OR5B1P,401692
OR4D8P,401696
LOC401703,401703
GLULP3,401708
EEF1A1P17,401717
OR5BK1P,401718
FIGNL2,401720
RPL6P25,401725
IPMKP1,401730
OR11K2P,401742
SMARCE1P3,401744
LOC401767,401767
LOC401770,401770
LOC401777,401777
LOC401805,401805
RPS10P22,401817
FDPSP9,401822
MKI67IPP1,401825
MSLNL,401827
RPL10AP12,401863
LOC401864,401864
RPL7AP63,401865
LOC401875,401875
MGC57346,401884
RPS15P9,401895
ZNF833P,401898
OR10B1P,401903
RPL23AP2,401904
RPL29P33,401911
LOC401913,401913
CTBP2P7,401914
RNF223,401934
PRAMEF3,401940
LDLRAD2,401944
LOC401957,401957
LOC401959,401959
GAPDHP27,401960
NBPF17P,401967
OR10J6P,401973
RPS2P10,401974
RPS3AP10,401975
LOC401980,401980
FDPSP8,401981
AKR1B1P1,401982
ZNF847P,401983
OR2T2,401992
OR2T5,401993
OR14I1,401994
BPIFB9P,402016
LOC402036,402036
SRRD,402055
RPS17P16,402057
RPS16P2,402069
LOC402076,402076
OR7E46P,402077
AHCYP3,402093
LOC402096,402096
RPL22P11,402100
HNRNPA1P39,402112
PKP4P1,402116
VWC2L,402117
RPL23P5,402120
RPSAP32,402123
LOC402125,402125
OR7E121P,402133
KRT8P25,402134
OR5K2,402135
HSPA8P9,402143
B3GAT3P1,402146
RPL28P1,402149
RPL8P4,402150
RPL7L1P8,402152
LOC402160,402160
LOC402175,402175
RPL21P44,402176
LOC402182,402182
RAC1P5,402183
RPS12P8,402184
LOC402191,402191
LOC402192,402192
RPL5P11,402193
LOC402213,402213
RPL13AP13,402214
HNRNPH1P3,402216
YTHDF1P1,402220
LOC402221,402221
DDX18P4,402222
CCT5P1,402226
LOC402229,402229
LOC402230,402230
OR1X1P,402236
OR1X5P,402240
OR10AH1P,402246
OR7E59P,402249
LOC402269,402269
VN1R37P,402273
LOC402279,402279
RPS3AP21,402287
OR2A42,402317
LOC402329,402329
OR7E160P,402333
RPL13AP18,402342
KHSRPP1,402359
LOC402360,402360
OR13D3P,402374
YBX1P6,402375
SOHLH1,402381
IMPDH1P2,402394
PKMP2,402408
XKRX,402415
EEF1A1P30,402420
TUBB4AP1,402422
OR13K1P,402424
LOC402425,402425
KRT8P8,402429
LOC402469,402469
PP13004,402481
LINC01000,402483
SLC29A4P1,402509
HNRNPA1P8,402562
KPNA7,402569
C7orf61,402573
LOC402634,402634
GRIFIN,402635
LOC402641,402641
TPM3P4,402643
LOC402644,402644
IGLON5,402665
NDUFAF4P2,402676
MARK2P10,402679
UFSP1,402682
RPL15P11,402694
LOC402715,402715
RPL32P17,402716
IFITM10,402778
LOC402779,402779
FLJ31356,403150
OR7E157P,403219
OR10AE3P,403223
OR10AK1P,403224
OR10V7P,403225
OR11J5P,403226
OR11Q1P,403227
OR13Z1P,403228
OR13Z2P,403229
OR13Z3P,403230
OR1AC1P,403231
OR1M4P,403232
OR2A41P,403234
OR2AO1P,403235
OR2AS2P,403236
OR2BH1P,403238
OR2T27,403239
OR2T32P,403241
OR2T35,403244
OR2X1P,403245
OR4A41P,403247
OR4A42P,403248
OR4A44P,403250
OR4A45P,403251
OR4A46P,403252
OR4A47,403253
OR4A48P,403254
OR4A49P,403255
OR4A50P,403256
OR4C45,403257
OR4C48P,403259
OR4C49P,403260
OR4G11P,403263
OR4X7P,403264
OR51AB1P,403265
OR51B8P,403266
OR5AC4P,403271
OR5AO1P,403272
OR5H14,403273
OR5H15,403274
OR9S24P,403275
OR5J7P,403276
OR5K3,403277
OR5K4,403278
OR6C64P,403281
OR6C65,403282
OR6C66P,403283
OR6C68,403284
OR6C69P,403285
OR6C72P,403288
OR6C73P,403289
OR6R2P,403294
OR7D11P,403295
OR7E154P,403296
OR7E155P,403297
OR7E159P,403299
OR7G15P,403300
OR7H2P,403301
OR8A3P,403302
OR8I4P,403303
OR8S21P,403304
OR8X1P,403305
MGC39545,403312
PPAPDC2,403313
APOBEC4,403314
FAM92A1P2,403315
FLJ20444,403323
DEFB133,403339
MGC70870,403340
ZBTB34,403341
TRIM26BP,404024
MTCO3P1,404026
HAPLN4,404037
CUEDC1,404093
PPIHP2,404199
WDFY3-AS2,404201
SPINK6,404203
UGT1A13P,404204
C10orf85,404216
CTXN1,404217
C6orf201,404220
HOXB-AS3,404266
YY2,404281
COX8BP,404544
C16orf74,404550
RWDD1P1,404551
SCGB1D4,404552
NANOGP1,404635
FAM45A,404636
CT49,404663
CACTIN-AS1,404665
GTF2H5,404672
GNRHR2P1,404718
ANKHD1-EIF4EBP3,404734
NPSR1-AS1,404744
FABP5P4,404766
SPATA31B1,404770
POTEG,404785
DUOXA2,405753
ERVFRD-1,405754
FXYD6P3,406875
MIRLET7A1,406881
MIRLET7A2,406882
MIRLET7A3,406883
MIRLET7B,406884
MIRLET7C,406885
MIRLET7D,406886
MIRLET7E,406887
MIRLET7F1,406888
MIRLET7F2,406889
MIRLET7G,406890
MIRLET7I,406891
MIR100,406892
MIR101-1,406893
MIR101-2,406894
MIR103A1,406895
MIR103A2,406896
MIR105-1,406897
MIR105-2,406898
MIR106A,406899
MIR106B,406900
MIR107,406901
MIR10A,406902
MIR10B,406903
MIR1-1,406904
MIR1-2,406905
MIR122,406906
MIR124-1,406907
MIR124-2,406908
MIR124-3,406909
MIR125A,406910
MIR125B1,406911
MIR125B2,406912
MIR126,406913
MIR127,406914
MIR128-1,406915
MIR128-2,406916
MIR129-1,406917
MIR129-2,406918
MIR130A,406919
MIR130B,406920
MIR132,406921
MIR133A1,406922
MIR133A2,406923
MIR134,406924
MIR135A1,406925
MIR135A2,406926
MIR136,406927
MIR137,406928
MIR138-1,406929
MIR138-2,406930
MIR139,406931
MIR140,406932
MIR141,406933
MIR142,406934
MIR143,406935
MIR144,406936
MIR145,406937
MIR146A,406938
MIR147A,406939
MIR148A,406940
MIR149,406941
MIR150,406942
MIR152,406943
MIR153-1,406944
MIR153-2,406945
MIR154,406946
MIR155,406947
MIR15A,406948
MIR15B,406949
MIR16-1,406950
MIR16-2,406951
MIR17,406952
MIR18A,406953
MIR181A2,406954
MIR181B1,406955
MIR181B2,406956
MIR181C,406957
MIR182,406958
MIR183,406959
MIR184,406960
MIR185,406961
MIR186,406962
MIR187,406963
MIR188,406964
MIR190A,406965
MIR191,406966
MIR192,406967
MIR193A,406968
MIR194-1,406969
MIR194-2,406970
MIR195,406971
MIR196A1,406972
MIR196A2,406973
MIR197,406974
MIR198,406975
MIR199A1,406976
MIR199A2,406977
MIR199B,406978
MIR19A,406979
MIR19B1,406980
MIR19B2,406981
MIR20A,406982
MIR200A,406983
MIR200B,406984
MIR200C,406985
MIR203,406986
MIR204,406987
MIR205,406988
MIR206,406989
MIR208A,406990
MIR21,406991
MIR210,406992
MIR211,406993
MIR212,406994
MIR181A1,406995
MIR214,406996
MIR215,406997
MIR216A,406998
MIR217,406999
MIR218-1,407000
MIR218-2,407001
MIR219-1,407002
MIR219-2,407003
MIR22,407004
MIR221,407006
MIR222,407007
MIR223,407008
MIR224,407009
MIR23A,407010
MIR23B,407011
MIR24-1,407012
MIR24-2,407013
MIR25,407014
MIR26A1,407015
MIR26A2,407016
MIR26B,407017
MIR27A,407018
MIR27B,407019
MIR28,407020
MIR29A,407021
MIR296,407022
MIR299,407023
MIR29B1,407024
MIR29B2,407025
MIR29C,407026
MIR301A,407027
MIR302A,407028
MIR30A,407029
MIR30B,407030
MIR30C1,407031
MIR30C2,407032
MIR30D,407033
MIR30E,407034
MIR31,407035
MIR32,407036
MIR320A,407037
MIR33A,407039
MIR34A,407040
MIR34B,407041
MIR34C,407042
MIR7-1,407043
MIR7-2,407044
MIR7-3,407045
MIR9-1,407046
MIR9-2,407047
MIR92A1,407048
MIR92A2,407049
MIR93,407050
MIR9-3,407051
MIR95,407052
MIR96,407053
MIR98,407054
MIR99A,407055
MIR99B,407056
FAM19A1,407738
LOC407835,407835
MIR17HG,407975
TNFSF12-TNFSF13,407977
C2orf27B,408029
NOMO3,408050
OVOS,408186
SPINK14,408187
VTLGL1,408188
FNDC9,408263
TBC1D3B,414059
TBC1D3C,414060
DNAJB3,414061
CCL3L3,414062
NANOGP7,414130
NANOGP2,414131
NANOGP4,414132
NANOGP5,414133
NANOGP6,414134
NANOGP11,414135
ACBD7,414149
C10orf105,414152
SNRPEP2,414153
FAM25HP,414155
C10orf62,414157
BANF1P2,414169
AGAP6,414189
CCNYL2,414194
CELF2-AS1,414196
ZNF32-AS1,414197
NHP2P1,414200
ZNF32-AS3,414201
ZNF32-AS2,414208
GLUD1P6,414209
GLUD1P7,414212
GLUD1P8,414213
BMS1P2,414216
BMS1P3,414217
CTGLF12P,414224
RPS27P1,414228
RPS15AP5,414230
PRR26,414235
C10orf55,414236
FAM35BP,414241
NRG3-AS1,414242
LINC00595,414243
DNAJC9-AS1,414245
RPSAP6,414254
LINC00619,414260
CYP17A1-AS1,414269
LOC414300,414300
DDI1,414301
C9orf118,414312
COL5A1-AS1,414316
C9orf106,414318
LINC00587,414319
DEFB103A,414325
PS1TP4,414327
IDNK,414328
LCN10,414332
LINC00229,414351
VKORC1P1,414355
VKORC1P2,414357
TRAPPC2P8,414751
TRAPPC2P10,414752
TRAPPC2P9,414753
ACTG1P11,414754
HCG14,414760
HCG15,414761
BMS1P18,414763
HCG23,414764
HCG25,414765
HCG16,414766
LINC00596,414767
HCG24,414768
DDR1-AS1,414771
HCG18,414777
HCG17,414778
BLID,414899
DENND6B,414918
C8orf82,414919
LINC00593,414926
MGC34796,414927
CNTFR-AS1,415056
PIM3,415116
STX19,415117
VCX3B,425054
TTTY9B,425057
RGS21,431704
ASTL,431705
LHX8,431707
ATP5EP2,432369
LOC439911,439911
KRTAP5-5,439915
LINC00615,439916
MXRA7,439921
C1orf180,439927
THAP7-AS1,439931
MGC42157,439933
LINC00575,439934
C5orf17,439936
LOC439938,439938
FER1L6-AS1,439941
FLJ32742,439944
IL9RP2,439945
PRKCQ-AS1,439949
CELF2-AS2,439950
LOC439951,439951
PPIAP31,439953
RPL7P37,439954
IGKV1ORY-1,439957
FAM35DP,439965
LINC00857,439990
RPS3AP5,439992
LOC439994,439994
IFIT1B,439996
DUX4L10,440013
DUX4L12,440014
DUX4L15,440017
KRTAP5-2,440021
KRTAP5-6,440023
TMEM41B,440026
RPL23AP65,440027
LOC440028,440028
LOC440031,440031
DKFZp686K1684,440034
LOC440040,440040
TRIM51HP,440041
PGAM1P8,440043
SLC22A20,440044
LOC440047,440047
FLJ42258,440049
KRTAP5-7,440050
KRTAP5-11,440051
RPS12P22,440055
LOC440059,440059
TRIM64EP,440061
LOC440063,440063
CASP1P2,440067
CARD17,440068
LINC00167,440072
IQSEC3,440073
ZNF705A,440077
FAM66C,440078
DDX12P,440081
LOC440082,440082
LOC440084,440084
RPS6P1,440086
SMCO3,440087
H3F3C,440093
DBX2,440097
FLJ12825,440101
TMEM198B,440104
PLEKHG7,440107
LOC440117,440117
FZD10-AS1,440119
HNRNPA1P30,440125
FLJ26086,440129
LINC00544,440131
LINC00545,440132
FLJ31945,440137
ALG11,440138
TARDBPP2,440142
MZT1,440145
LOC440149,440149
OR11H12,440153
LOC440157,440157
OR11H13P,440159
RNASE13,440163
LOC440173,440173
RPL12P6,440176
LOC440180,440180
LOC440181,440181
LINC00238,440184
CCDC88C,440193
FLJ41170,440200
CXADRP3,440224
NF1P2,440225
LOC440233,440233
LOC440243,440243
HERC2P9,440248
WHAMMP2,440253
GOLGA8B,440270
EIF2AK4,440275
CATSPER2P1,440278
UNC13C,440279
UBL7-AS1,440288
LOC440292,440292
DNM1DN11-7,440293
GOLGA6L9,440295
CSPG4P8,440297
DNM1P41,440299
LOC440300,440300
DNM1P44,440303
TTLL13,440307
LOC440311,440311
LOC440313,440313
LOC440330,440330
SMIM22,440335
LOC440337,440337
NPIPB4,440345
LOC440346,440346
NPIPB15,440348
NPIPB7,440350
SNX29P2,440352
LOC440353,440353
LOC440354,440354
CDIPT-AS1,440356
YBX3P1,440359
HERC2P4,440362
HERC2P8,440366
RAB43P1,440375
LOC440386,440386
CTRB2,440387
LOC440390,440390
HNRNPA1P16,440396
RNASEK,440400
UBE2SP2,440406
TRE17,440414
LOC440416,440416
TBC1D3P5,440419
SUZ12P1,440423
DKFZp564H213,440432
LOC440434,440434
GPR179,440435
FLJ42842,440446
RPS2P27,440447
TBC1D3P2,440452
PLEKHM1P,440456
SLC16A6P1,440459
LOC440461,440461
BAIAP2-AS1,440465
FLJ34223,440479
ANKRD20A5P,440482
RPL21P128,440487
LOC440489,440489
HSBP1L1,440498
PLIN5,440503
CLEC4GP1,440508
LOC440514,440514
ZNF506,440515
LOC440518,440518
ZNF724P,440519
LOC440525,440525
PSG8,440533
LINC00982,440556
LOC440558,440558
PRAMEF11,440560
PRAMEF6,440561
HNRNPCP5,440563
UQCRHL,440567
LOC440568,440568
LOC440570,440570
MINOS1,440574
RPL21P29,440575
NPM1P39,440577
SLC2A1-AS1,440584
FAM183A,440585
RPL6P1,440587
RPS2P8,440589
ZYG11A,440590
FLJ31662,440594
EEF1A1P11,440595
LOC440600,440600
LOC440602,440602
BCL2L15,440603
HSD3BP2,440606
NUDT4P1,440672
LOC440683,440683
HIST2H3PS2,440686
HIST2H2BF,440689
ETV3L,440695
LRRC52,440699
LOC440700,440700
LOC440704,440704
C1orf186,440712
C1orf143,440714
LOC440716,440716
TRIM67,440730
RPS7P3,440732
RPL35P1,440737
MAP1LC3C,440738
LOC440742,440742
